name,description,category,price,stock,image_url
Minnetonka Women's Back-Zipper Bootie,"From the brand /* * Used when device = desktop * Configured in: configuration/brazil-config/global/brand-story.cfg */ /* Because the carousel is implemented as an ol list, any lists in the card text will have a secondary list style (letters). This will give an incorrect appearance to viewers, so we set all lists to the primary list style (numbers). */ .aplus-brand-story-card ol li { list-style: decimal; } /* Top level containers */ .aplus-module .apm-brand-story-hero { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; width: 1464px; height: 625px; background-color: #fff; } .aplus-module .apm-brand-story-card { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; width: 362px; height: 453px; background-color: #fff; } .apm-brand-story-hero, .apm-brand-story-card { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; position: relative; width: 100%; height: 100%; float: none; } .aplus-module.brand-story-card-1-four-asin .apm-brand-story-card { /* Only 12px to account for image cell border */ padding: 12px; } /* Full background image (Hero 1 & Card 2) */ .aplus-module .apm-brand-story-background-image { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; overflow: hidden; position: absolute; width: 100%; height: 100%; } /* Card 1 small images */ .aplus-module .apm-brand-story-image-row { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; height: 185px; padding: 0px; margin: auto; display: flex; } .aplus-module .apm-brand-story-image-row .apm-brand-story-image-cell { /* Use content-box to ensure image size matches editor schema */ -moz-box-sizing: content-box; -webkit-box-sizing: content-box; box-sizing: content-box; padding: 0px; margin: 0px; width: 166px; border: 1px solid #fff; } .aplus-module .apm-brand-story-image-row .apm-brand-story-image-cell .apm-brand-story-image-link { display: block; width: 100%; height: 100%; } .aplus-module .apm-brand-story-image-row .apm-brand-story-image-cell .apm-brand-story-image-link .apm-brand-story-image-img { display: block; width: 100%; height: 100%; object-fit: cover; } /* Card 3 logo image */ .aplus-module .apm-brand-story-logo-image { -moz-box-sizing: content-box; -webkit-box-sizing: content-box; box-sizing: content-box; height: 145px; margin: 0px 4px; padding: 20px; padding-bottom: 0px; } /* Text overlays */ .aplus-module .apm-brand-story-text-bottom { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; position: absolute; bottom: 13px; left: 13px; } .aplus-module .apm-brand-story-hero .apm-brand-story-text-bottom { background-color: rgba(0,0,0,0.6); color: #fff; padding: 13px 65px 13px 13px; /* accounts for overlap of first card */ width: 437px; } .aplus-module.brand-story-card-2-media-asset .apm-brand-story-text-bottom { background-color: rgba(255,255,255,0.6); color: #000; padding: 13px; width: 336px; } .aplus-module.brand-story-card-1-four-asin .apm-brand-story-text { margin-top: 8px; } .aplus-module.brand-story-card-1-four-asin .apm-brand-story-text.apm-brand-story-text-single { margin-top: 20px; } .aplus-module.brand-story-card-1-four-asin .apm-brand-story-text h3 { white-space: nowrap; overflow: hidden; text-overflow: ellipsis; } .aplus-module .apm-brand-story-slogan-text { -moz-box-sizing: content-box; -webkit-box-sizing: content-box; box-sizing: content-box; margin: 0px 4px; padding: 20px; } .aplus-module .apm-brand-story-faq { -moz-box-sizing: content-box; -webkit-box-sizing: content-box; box-sizing: content-box; padding-top: 10px; } .aplus-module .apm-brand-story-faq-block { margin: 0px 10px; padding: 10px; } .aplus-v2 .apm-brand-story-carousel-container { position: relative; } .aplus-v2 .apm-brand-story-carousel-hero-container, .aplus-v2 .apm-brand-story-carousel-hero-container > div { position: absolute; width: 100%; } /* Ensuring the carousel takes only the space it needs. The sizes need to be set again on the absolutely positioned elements so they can take up space. */ .aplus-v2 .apm-brand-story-carousel-container, .aplus-v2 .apm-brand-story-carousel-hero-container { height: 625px; width: calc(100% + 15px); max-width: 1464px; margin-left: auto; margin-right: auto; } /* This centers the carousel vertically on top of the hero image container and after the logo area (125px). Margin-top = (heroHeight - cardHeight - logoAreaHeight) / 2 + logoAreaHeight */ .aplus-v2 .apm-brand-story-carousel .a-carousel-row-inner{ margin-top: 149px; } /* Cards need to have a width set, otherwise they default to 50px or so. All cards must have the same width. The carousel will resize itself so all cards take the width of the largest card. The left margin is for leaving a space between each card. */ .aplus-v2 .apm-brand-story-carousel .a-carousel-card { width: 362px; margin-left: 30px !important; } /* styling the navigation buttons so they are taller, flush with the sides, and have a clean white background */ .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-left, .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-right { padding: 0px; } .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-left .a-button-image, .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-right .a-button-image { border: none; margin: 0px; } .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-left .a-button-image .a-button-inner, .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-right .a-button-image .a-button-inner { background: #fff; padding: 20px 6px; } .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-left .a-button-image .a-button-inner { border-radius: 0px 4px 4px 0px; } .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-right .a-button-image .a-button-inner { border-radius: 4px 0px 0px 4px; } Previous page View Store Visit the Store View Store Visit the Store Next page",General,69.95,38,https://m.media-amazon.com/images/I/41bb37-urPL.__AC_SX395_SY395_QL70_FMwebp_.jpg
"DJDAJIA 24"" x10Pack Bungee Cords with Hooks, 9mm Heavy Duty Bungee Cords,Multi-Purpose Elastic Bungee Straps for Luggage,Various Cargoes, Camping-Weatherproof & UV,Blue","Introducing our Heavy Duty Blue Bungee Cords - the ultimate solution for all your outdoor needs! Measuring 24 inches in length and crafted with a sturdy 9mm thickness, these weatherproof and UV-resistant bungee cords are designed to withstand the toughest conditions.With their sleek blue color, these bungee cords not only provide a secure and reliable hold but also add a touch of style to any outdoor setup. The heavy-duty hooks ensure a firm grip, making them perfect for securing camping gear, tarps, luggage, and more.Whether you're an avid adventurer, a DIY enthusiast, or simply need a reliable tool for everyday use, our blue bungee cords are your go-to choice. Versatile and durable, these bungee cords are designed to handle any task effortlessly.So, why settle for ordinary cords when you can have the best? Upgrade to our Heavy Duty Blue Bungee Cords and experience the reliability and strength you deserve. Don't let anything hold you back - choose the best bungee cords on the market today! WARNING: Stretch cord carefully. Rebounding hooks cause injuries. Place hooks with care. Keep face and body out of rebound path. DO NOT overstretch. DO NOT use when strap has visible signs of wear or damage.",General,9.47,37,https://m.media-amazon.com/images/I/71TGIkJbxmL.__AC_SX300_SY300_QL70_ML2_.jpg
Pirelli Night Dragon Cruiser Motorcycle Tires Set (100/90-19 M/CTL Front),"The Pirelli Night Dragon has everything a custom cruising tire needs with the same great sporty feeling Pirelli tires are known so well for.-The Night Dragon was designed for the riders that want to get as much performance out of their equipment as they possibly can.-Whether it's fast, straight-line acceleration or cornering, the Night Dragon handles it all.-With EPT technology, the Night Dragon optimizes contact area between tire and road to improve stability and acceleration.-It also showcases a great balance between reliability and tire life.-These tires were designed to handle large V-Twins that produce high power and torque.-It's time to get rid of those old tires and start riding a Night Dragon!",General,140.88,33,https://m.media-amazon.com/images/I/81kbIJIHeQL.__AC_SX300_SY300_QL70_ML2_.jpg
Roof and Gutter Deicing Cable - 80' Black Electric Heating Cord with 3 Prong Plug & 120 Volt Operation - 14081,"This pre-assembled cable has been designed for the sole purpose of preventing the formation of ice dams on pitched roofs with non-combustible tab shingles and in metal or plastic gutters and downspouts. It provides drainage channels so that as natural thawing occurs, water has a path to flow off the roof and through the gutters and downspouts. This cable is not for use on a flat roof nor is it intended to clear the roof of snow and ice. The installation of this product is simple and it can be used with either metal or plastic gutters. Read and follow all instructions and pay particular attention to the following points: Install the cable when the outside temperature is above 50˚F because at lower temperatures shingle material may be brittle; Clear all leaves, pine needles and debris from the roof, gutters and downspouts before operating the cable. Do not plug the cable in unless it has been completely uncoiled or it will be damaged. Each package contains one ready-to-install cable, shingle clips, cable spacers and complete installation instructions. You will also need a tape measure, marker, gloves, ladder and a weatherproof GFCI outlet with control switch.",General,68.48,13,https://m.media-amazon.com/images/I/71YUr1yeNJL.__AC_SY300_SX300_QL70_ML2_.jpg
"JETech Case for iPad Pro 10.5-Inch and iPad Air 3 (10.5-Inch 2019, 3rd Generation), Smart Cover Auto Wake/Sleep Cover (Space Gray)","About this item Designed for iPad Air 3rd generation 10.5 (2019) and iPad Pro 10.5 (2017). NOT compatible with any other iPad models. Fit iPad Models: A1701/A1709/A1852/A2152/A2123/A2153/A2154. Please check back bottom of your iPad to find the model number Made with PC and PU. Slim/light design. Synthetic exterior and smooth interior provide comprehensive protection for your iPad Magnetic smart cover supports automatic sleep/wake function.The tri-fold front cover can support iPad in two standing position for viewing and typing Easy access to all the controls and features; Perfect cutouts for speakers, camera and other ports Package includes: iPad Air 3 (2019) / iPad Pro 10.5 (2017) case, customer service card",General,12.98,14,https://m.media-amazon.com/images/I/612lmyuNxeL.__AC_SX300_SY300_QL70_ML2_.jpg
Seresto Large Dog Vet-Recommended Flea & Tick Treatment & Prevention Collar for Dogs Over 18 lbs. | 2-Pack,"Give your dog long-lasting protection against fleas and ticks with a Seresto Large Dog flea and tick collar. Unlike other flea and tick protection, Seresto Large Dog flea and tick collars kill and repel fleas and ticks for eight continuous months. Seresto Large Dog flea and tick collars are recommended by veterinarians, stocked by 8,000 vet clinics* and have been trusted* by pet owners for nearly a decade.Seresto Large Dog collars make your dog’s comfort a priority by killing fleas and ticks on contact, so pests don’t have to bite your dog to die. Existing fleas die within 24 hours after initial application of the collar. After 24 hours, any new fleas on the dog are killed within 2 hours with protection against further flea infestation lasting 8 months. The prevention of infestations with new ticks starts at 48 hours after application of the collar. 48 hours after application, any new ticks are repelled and/or killed in as quickly as 6 hours. Seresto Large Dog collars protect against common pests like deer ticks, American dog ticks, brown dog ticks, and Lone Star ticks; they’re also effective against chewing lice. Fleas and ticks not only cause discomfort; fleas can transmit bartonellosis or tapeworm. Ticks can transmit Borrelia burgdorferi which causes Lyme Disease. Check the product label for information on potential side effects.Seresto Large Dog flea and tick collars are for dogs at least 7 weeks old, and there’s no prescription needed. They’re odorless, non-greasy and water resistant to swimming, exposure to rain or sunlight, bathing, and shampoo treatment.**Seresto is a trademark of Elanco or its affiliates.*Elanco Animal Health, data on file **Seresto Large Dog is water resistant and remains effective following a shampoo treatment, swimming or after exposure to rain or sunlight. Under normal conditions, effectiveness lasts for 8 months. In order to maintain an eight-month duration, dogs must not be bathed more than once per month. For dogs that swim once a month or more, the control duration is reduced to 5 months for flea control and reduced to 7 months for tick control.Seresto is rigorously regulated worldwide with your pet in mind. Fake Seresto collars are ineffective and can put your furry friend at risk for expensive flea and tick infestations and painful flea and tick bites which can result in transmission of certain diseases. One of the best ways to make sure your Seresto collar is authentic is by making sure it’s “Sold By” one of our authorized sellers. Check out the trusted list before shopping: Amazon.com, Petco, Entirelypets, Petstoreusa, Pets Go Here - Pet Store, Heartland Veterinary Supply.",Dog Flea Collars,103.0,38,https://m.media-amazon.com/images/I/714WPn7Z2EL._AC_SL1500_.jpg
"SAFAVIEH Lyndhurst Collection Runner Rug - 2'3"" x 16', Red & Ivory, Traditional Oriental Design, Non-Shedding & Easy Care, Ideal for High Traffic Areas in Living Room, Bedroom (LNH553-4012)","Safavieh's Lyndhurst collection offers the beauty and painstaking detail of traditional Persian and European styles with the ease of polypropylene. With a symphony of floral, vines and latticework detailing, these beautiful rugs bring warmth and life to any room.",General,90.09,28,https://m.media-amazon.com/images/I/A1cmWJWh5dL._AC_SX569_.jpg
"Swingline Stapler, 747 Classic Desktop Stapler, 20 Sheet Capacity, Metal, Steel Gray (74769)","The renowned Swingline 747 Classic all-metal, steel gray stapler is sturdy and dependable. A specialized inner rail delivers jam-resistant, accurate stapling. This classic stapler is intended for desktop use, but is versatile for use in tacking and pinning. It holds a strip of up to 210 staples. A handy low-staple indicator alerts you when it's time for a refill. This stapler secures up to 20 sheets of paper and works best with standard size Swingline S.F. 4 Premium Staples. To tack paper onto a bulletin board, telephone pole, or other vertical surface, simply open it 180 degrees by pressing the release at the bottom of the stapler. The stapler also produces pointed staples for temporary pinning. Reverse the anvil by pushing and rotating the adjustable knob at the bottom of the stapler, and then just press for a staple you can easily remove. Swingline backs this durable, stapler with a 100..",General,17.45,25,https://m.media-amazon.com/images/I/51ojtNgg2LL.__AC_SX300_SY300_QL70_ML2_.jpg
"Scott® High-Capacity Jumbo Roll Toilet Paper (07805), 2-Ply, White, Non-perforated, (1,000'/Roll, 12 Rolls/Case, 12,000'/Case)","About this item 1,000'/Roll, 12 Scott High-Capacity Jumbo Roll Toilet Paper Rolls/Case; 12,000'/Case; 2-Ply; White; Non-perforated Non-perforated, 2-ply, white jumbo roll toilet paper is efficient for businesses One large roll equals 1,000 feet, or nearly five standard rolls which helps to reduce run-outs and refills Big rolls are compatible with most universal jumbo roll toilet paper dispensers; for use in industrial areas, schools, or offices FSC and ECOLOGO certified; meets or exceeds EPA guidelines for post-consumer waste content (at least 25%); Sewer and Septic Safe",General,55.0,35,https://m.media-amazon.com/images/I/41-3Z62UOHL._SY445_SX342_QL70_FMwebp_.jpg
"Kids Swim Fins,Comfortable Silicone Flippers for Swimming and Diving,Size Suitable Beginners Kids Girls Boys Adults","About Gugmoy High quality soft silicone,safe and comfortable Kids Flippers for Swimming Swimming Training Fins Gugmoy Short Blade Swimming Training Fins,Flippers for Swimming Kids,Comfortable Kids Swimming Fins Swimming Training Fins for Snorkeling,Swimming and Diving,Swim Flippers Suitable for Kids,Boys,Girls,Young Men Swim flippers for kids helps swimmers maintain proper body position and increase leg strength during training.Children's swimming training short fins,improve swimming speed,Let your comfortably enjoy the swimming. Correct swimming style Establish cardiovascular regulation Improve ankle flexibility Can do lower body training and heart rate strength training at the same time High-quality silicone material,safe and comfortable,reducing leg fatigue     NOTE: These fins should be worn with wet feet to reduce friction between shoe and foot   XXXX-Small = Kids Shoe 5-7.5 = Euro 21-23XXX-Small = Kids Shoe 8-11.5 = Euro 24-26XX-Small = Kids Shoe 12-13 = Euro 27-29X-Small = Kids Shoe 13.5-1 = Euro 30-32Small = Kids Shoe 1.5-3 = Euro 33-35Medium = Kids Shoe 3.5-5.5 = Women 5-7 = Euro 36-38Large = Women Shoe 7.5-9 = Men 6-8 = Euro 39-41X-Large = Women Shoe 9.5-11 = Men 8.5-10 = Euro 42-44                         Comfortable upper,more fit to wrap the foot Kids flippers comfortable shoe cover material,soft shoe cover,the soles of the feet are not easy to get tired when swimming Diversion foot port, effective drainage Streamlined palm rest,concentrated water flow pressure,bring stronger stability,swim flippers smooth drainage of dual channels,reduce resistance Anti-slip sole design Flippers for swimming kids,bottom three-dimensional raised pattern design,anti-slip more secure Elastic soft silicone material Kids flippers for swimming soft silicone material,comfortablegood toughness,does not hurt the feet",General,15.49,42,https://m.media-amazon.com/images/I/61AV0+NFa9L._AC_SY300_SX300_.jpg
"CIYAGPOOU 3 Pcs Gold Necklace Extenders,925 Sterling Silver Necklace Extender for Women, 1"",2"",3"" Gold Durable Strong Extension for Chain Bracelet Anklet Choker Jewelry Making","CIYAGPOOU 3 Pcs Necklace Extenders 3 Pcs necklace extenders solve the problem of insufficient jewelry length 2.8mm width,CIYAGPOOU extenders are thicker and stronger than others",General,4.99,12,https://m.media-amazon.com/images/I/41KcPyJX0kL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Morigins Welcome Flower Truck House Flag Spring Old Truck Blue Daisy House Yard Flag 28 x 40 Inch,"Morigins We're a more than 20 years OEM,one of the leading flag producers worldwide in term of quality and capacity.   A beautiful flag for your garden decor Morigins Welcome Spring Truck Flag is a beautiful way to accent your home. With brilliant colors, this flag will be an eye-catching addition to any porch or garden. Made from block out material that waves nicely in the wind, you will receive many compliments when your friends come for a visit!       Exquisite Detail Artistic flags made of block out material,a kind of polyester.It's thick and durable,feels soft like silk. Double Sided The double-sided pattern is beautiful from any angle. Text can also reads correctly from both sides. Best Gift Unique beautiful design,vivid and bright color is perfect for your home to make life better.   Morigins Spring House Flag Morigins Spring House Flag Morigins Spring House Flag Morigins Spring House Flag Morigins Spring House Flag SIZE 12x18 inch,28x40 inch 12x18 inch,28x40 inch 12x18 inch,28x40 inch 12x18 inch,28x40 inch 12x18 inch,28x40 inch Morigins Spring House Flag Morigins Spring House Flag Morigins Spring House Flag Morigins Spring House Flag Morigins Spring House Flag SIZE 12x18 inch,28x40 inch 12x18 inch,28x40 inch 12x18 inch,28x40 inch 12x18 inch,28x40 inch 12x18 inch,28x40 inch Morigins Summer House Flag Morigins Summer House Flag Morigins Summer House Flag Morigins Summer House Flag Morigins Summer House Flag SIZE 12x18 inch,28x40 inch 12x18 inch,28x40 inch 12x18 inch,28x40 inch 12x18 inch,28x40 inch 12x18 inch,28x40 inch",General,7.99,41,https://m.media-amazon.com/images/I/71UWvlk1ZML.__AC_SX300_SY300_QL70_FMwebp_.jpg
Krylon K07020007 10.25-Ounce Easy Tack Repositionable Adhesive Spray,"About this item Easy tack repositionable adhesive is non-wrinkling, low odor adhesive provides a repositionable bond on most lightweight materials Works on wood, Paper, metal, plastic, craft foam, glass, plaster, fabric, trims, glitter, photos and more Allow your material to be adjusted, removed and reapplied throughout the Life of the bond Extremely flammable; contents under pressure Comes in 10.25 ounces aerosol can",General,14.49,34,https://m.media-amazon.com/images/I/71r0ku6D2fL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"HOMY CASA Dining Chairs Set of 4, Classical Mid-Century Style Kitchen Dining Chairs Black Gold Metal Legs Accent Chairs Comfortable Living Room Side Chairs for Kitchen Lounge Farmhouse, Rustic Brown","A set of chairs you are looking for This is a set of 4 chairs made of suede. It is waterproof and breathable, soft and comfortable, and feels smooth to the touch. It looks high-end and stable, and has more texture than ordinary cotton and linen cloth. With the industrial style, it is a good partner for your family and restaurant.   A chair suitable for your family This is a set of sturdy chairs, after static pressure test, each chair can load up to 220lbs, fashion design appearance, with suede fabric, with a touch of soft in solemn, not just cold feeling. Whether it's for personal use or for giving, it's a wonderful gift.   A chair that combines comfort with functionality Suede, breathable, fashion, engineering mechanics design, the back fit the figure, give you enough support, let you long-term use also maintain comfort. Legs with non-slip rubber plug to avoid scratching floor or carpet; Easy to assemble and in just one step, it can accompany you through a good time A Chairs Designed For Multi Scenario Use This is a chair designed for multiple indoor scenes. It can decorate every corner of your furniture and bathe in sunshine on the balcony; Write homework in the children's room; Enjoy delicious food in the restaurant; Talk about your ideal in the living room; Make your future development plan in the meeting room; Enjoy your music in the lounge.It can accompany you through all these times.   Chairs of Industrial style with Suede fabric The latest popular elements to decorate your family, restaurant, study, kitchen and dining area.The latest popular elements, decorate your family, restaurant, study, kitchen, dining area. Enjoy the party that belongs to your family and friends. Chairs of Industrial style with Suede fabric The latest popular elements to decorate your family, restaurant, study, kitchen and dining area.The latest popular elements, decorate your family, restaurant, study, kitchen, dining area. Enjoy the party that belongs to your family and friends. Chairs of Industrial style with Suede fabric The latest popular elements to decorate your family, restaurant, study, kitchen and dining area.The latest popular elements, decorate your family, restaurant, study, kitchen, dining area. Enjoy the party that belongs to your family and friends. Chairs of Industrial style with Suede fabric The latest popular elements to decorate your family, restaurant, study, kitchen and dining area.The latest popular elements, decorate your family, restaurant, study, kitchen, dining area. Enjoy the party that belongs to your family and friends. How many capacity weight of this Chair？ The recommended load bearing of the chair is 220LBS, which is the result of our static pressure test, and can be used normally by both adults and children. What scenes are chairs suitable for? The chair is designed for family and dining room use, whether it is room, living room, balcony, dining room, can be used. But we do not recommend outdoor use. In general, how do I maintain this chair? For daily maintenance, just wipe it with a dry cloth. It is recommended to dry naturally after wiping with ordinary wet cloth. Try to avoid oil stain, paint and other colored liquids dripping onto the cushion or backrest. Is it difficult to assemble it? This is an easy to assemble chair. It has only three kinds of accessories, cushion, front leg and back leg. Each set includes hardware accessories and instructions, with clear instructions. It takes about 5 minutes to assemble a chair.",General,165.99,9,https://m.media-amazon.com/images/I/61DOGSoIukL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"STAMIO Orange Peel Powder 100 gm for Face Pack, Skin Care, Mask, DIY | Pure Citrus Aurantium | Natural Sun Dried Santra Chilka | Suitable For All Skin Types Men & Women | In Jar","Face Pack/Mask you can Easily Prepare with Orange Peel Powder Orange Peel Powder rich in vitamin C that protects skin from free radical damage, keeps skin hydrated and moisturized. It helps to care for the skin naturally and remove all the impurities. Brighten your skin tone with the anti-oxidant property of orange peel and maintains the elasticity of skin. It works in the best possible ways to keep you glowing and healthy. It gives off a rejuvenating face and skin when added to water or other essential oil and ingredients.   - Orange Peel And Yoghurt Face Pack - Method of Preparation: Take one tablespoon of orange peel powder and two tablespoons of yoghurt (also known as Dahi) and combine them. Thoroughly mix them until a paste is formed. Apply this pack on your face for about 15 to 20 minutes and rinse it off. Apply this pack once or twice a week. - Orange Peel, Multani Mitti And Rose Water Face Pack - Method of Preparation: Take one tablespoon of orange peel powder and equal quantities of stamio Multani mitti and rose water. Mix them well. Apply the paste on your face and neck. Then leave it on for about 40 minutes. Rinse it offend pat your face dry. - Orange Peel, Turmeric And Honey Face Pack - Method of Preparation: Take one tablespoon of honey, orange peel powder and turmeric powder. Mix well until a paste-like consistency has formed. Apply this pack to your face and neck and keep it for 5-10 minutes. Rub and rinse it off using wet fingers working in a circular motion. - Orange Peel Powder, Sandalwood And Walnut Powder Face Pack - Method of Preparation: Add one tablespoon of orange peel powder, stamio sandalwood powder, walnut powder to a container. Add 2 to 3 drops of lemon juice and two tablespoons of rose water to this mixture. An alternative to orange peel powder for this pack can be orange pulp. Leave this pack for about 5 to 10 minutes and rinse it off. - Orange Peel And Lime Face Pack - Method of Preparation: Add 2 to 3 drops of lime to 2 tablespoons of orange peel powder. You can also add sandalwood powder to this combination. Apply this to your face and leave it on for 30 minutes and rinse it off. - Papaya And Orange Peel Powder Face Pack - Method of Preparation: Mash one orange and extract its pulp or add some orange peel powder to mashed papaya in a bowl. Apply it to your face and neck area using a brush or lather it on using your fingers, massage it in and keep it for 15-20 minutes. Rinse it off with water and pat dry. - Orange And Neem Face Pack - Method of Preparation: Take two tablespoons of orange peel powder, 2 tablespoons of stamio neem leaves powder and 1 tablespoon of soy milk. Mix these ingredients together and keep it on for 15 minutes. Rinse it with cold water. - Orange And Green Tea Pack - Method of Preparation: Take half a teaspoon of green tea leaves and one tablespoon of orange powder, mix these ingredients in a bowl. Next, keep it on for about 15-20 minutes and rinse it off once dry. Use this pack once in two days. - Coconut Oil And Orange Peel Powder Face Pack - Method of Preparation: Take one teaspoon of coconut oil and one tablespoon of or orangepeel powder. Add coconut oil to orange peel powder in a bowl. Mix it well and apply it to your face for 30 minutes. Clean this off using cotton swabs or cotton balls dipped in water. Multani Mitti Powder Rose Petal Powder Neem Leaf Powder Sandalwood Powder Fenugreek Powder Pure & Natural ✓ ✓ ✓ ✓ ✓ Chemical Free ✓ ✓ ✓ ✓ ✓ Packaging Pet Jar Pet Jar Pet Jar Pet Jar Pet Jar Packed Qty 100gm 50gm 100gm 80gm 100gm",General,189.0,19,https://m.media-amazon.com/images/I/41KHxAy+9tL._SY300_SX300_.jpg
"Kaxiida Solar Color Changing Lights Outdoor, Waterproof IP68 Solar Lights Outdoor with 7 Lighting Modes, Multicolor RGB Outdoor Lights for Christmas Garden Yard Landscape Decorations",Solar outdoor lights waterproof   solar outdoor lights   solar lights outdoor waterproof,General,49.99,14,https://m.media-amazon.com/images/I/810QB0ow0SL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"Neoflam 1qt Saucepan Butter Warmer Milk Boiling|Melting Pot, Ecolon Healthy Ceramic Nonstick Coating PFOA-free, 2 Pour Spouts, Dishwasher Safe, Ivory","Eela, winner of the 2012 iF Product Design Award, possesses a graceful pleated wall, seamlessly-integrated handles, and stylized bakelite lid knob make it nothing short of functional artistry. Regarded as Neoflam's flagship cookware line, Eela is feature rich and extremely lightweight. Eela's cutting edge design and color make it the most fun piece of cookware in your arsenal. Eela's cast aluminum design provides multiple advantages over its competitors; known for its exceptional durability and high heat conductivity, cast aluminum is rising in popularity as a safe and affordable alternative to stainless steel. At just 1/3 the weight of cast iron, cast aluminum's even heat distribution properties allow for fast cooking and reduced energy consumption. Ecolon is Neoflam’s innovative nonstick ceramic coating made from all-natural materials. It is applied to the interior and exterior of our cookware, which extends the life of the product and ensures it is easy to use and maintain. The result is a healthier choice for people and the environment. Of course, it does not contain PTFE/PFOA.",General,35.14,40,https://m.media-amazon.com/images/I/615UoYECaUL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"Reinforced Cat Screen Door, 32X82” Heavy Duty Pets Proof Screen Door with Bilateral Zipper, Prevent Dogs Cats Running Out from Home, Bedroom, Living Room, Kitchen Patio Door","MYPIN Reinforced Cat Screen Door Isolation & SturdyEasy to installyMore stickersWashable-no wrinkles, no dents, no creasesResistance to tearing and scratching.     Note: Please carefully measure the size of your door before buying and order a cat screen door of the corresponding size (only the size of the door does not include the door frame).Please compare the size of the screen door with your door before installing.",Cat Doors,21.99,18,https://m.media-amazon.com/images/I/81eudCXUf9L._AC_SL1500_.jpg
"IBENZER Compatible with New MacBook Air 13 inch Case 2022 2021 2020 M1 A2337 A2179 A1932, Plastic Hard Shell Case with Keyboard Cover for Mac Retina Display with Touch ID, Black, MMA-T13BK+1A",Previous page Next page 1 Welcome 2 Hinge Mechanism 3 Various Colors 4 Micro Clips 5 Usability,General,15.99,38,https://m.media-amazon.com/images/I/61dBcGF7B9L.__AC_SX300_SY300_QL70_FMwebp_.jpg
"SofPull Large High-Capacity Centerpull Paper Towel Dispenser by GP PRO (Georgia-Pacific), Translucent Smoke, 58201, 1 Dispenser, 10.875” W x 10.375” D x 11.5” H","Sofpull Centerpull paper towels are soft for thorough, gentle hand-drying, yet strong and absorbent for light cleanups. And because these towels are thick and high quality, employees and patrons tend to take fewer, helping to reduce waste. The dispenser’s one-at-a time design helps reduce waste and, because contact with the dispenser is minimized, there is less risk of cross-contamination. The dispenser is designed to not only dispense one-at-a-time, every time, but also it’s easy to load a fresh roll with one hand, saving on maintenance time. Use these premium paper towel systems in restrooms, break rooms, waiting rooms, food preparation areas and more. GP PRO is a division of Georgia-Pacific Consumer Products. We deliver well-designed, durable and easy-to-maintain professional solutions to meet the handwashing and cleaning needs for a range of business applications.",General,20.37,12,https://images-na.ssl-images-amazon.com/images/I/41F7o17ehYL._SY445_SX342_QL70_FMwebp_.jpg
"2-2440-02 Flocculant for Pool, 1-Quart, 2-Pack","This product will effectively flocculate organic and inorganic particles in swimming pool water. For Cartridge Filter Pools: You must have the capability to vacuum to waste (by-pass filtration). Test pool water pH with a reliable test kit, adjust pH to 7.2 or greater. For highly turbid pool water, turn off pump and dispense approximately 4 oz. of this product per 5,000 gallons of water evenly over the water surface and then immediately brush pool walls and steps. Wait 24-72 hours to allow organic and inorganic particles to settle to pool floor. Cartridge Filter Pools: With the pool pump off, remove filter element and then reassemble filter canister. Prepare to manually vacuum pool to waste. Turn pool pump on and slowly vacuum pool until heavy sediment is removed. Turn pump off, reinstall filter element, and resume normal filter operation for at least 24 hours. Monitor pressure on pool filter and if pressure exceeds your normal operating pressure: turn system off, clean filter element and then resume filtering until pool is clear and free of sediment. Sand and D.E. Filter Pools: With the pool pump off, prepare to manually vacuum pool to waste. Turn pool pump on and slowly vacuum pool until heavy sediment is removed then resume normal filter operation for at least 24 hours. Monitor pressure on pool filter and if pressure exceeds your normal operating pressure, backwash filter and then resume filtering until pool is clear and free of sediment. This product may be used as a part of weekly pool maintenance to prevent the pool water from becoming cloudy or turbid. Apply 1 oz. of this product per 5,000 gallons of pool water directly into the skimmer or around the pool perimeter while the circulation system is in operation.",Swimming Pool Clarifiers & Enzymes,37.99,6,https://m.media-amazon.com/images/I/81KuoamNkgL._AC_SL1500_.jpg
